0,-0.063653,0.035009,0.12734,0.0038956,-0.058722,0.028034,0.021093,0.17427,-0.0737,0.096602,-0.014782,-0.15409,-0.056377,0.11002,0.1632,-0.19878,-0.11016,0.0051352,0.23128,-0.012525,0.0075518,0.011149,0.041473,0.057336,-0.081685,0.13611,0.061641,0.16847,0.019922,0.080017,-0.036007,-0.014542,0.057665,0.11896,-0.067896,0.040366,-0.032639,0.033464,0.024044,0.10125,0.071973,-0.0088613,0.14122,-0.078355,-0.085681,0.13457,0.14474,-0.011071,0.14238,0.013919,-0.091005,0.038717,0.12997,0.035071,-0.0063075,0.28806,0.015655,-0.14797,0.03019,0.02451,-0.0063966
-0.021718,0,0.018964,0.15457,0.031548,-0.094182,0.023042,0.077594,0.044071,-0.054477,0.034268,0.13251,-0.17494,0.027365,0.1375,0.19478,-0.080236,-0.055154,0.1834,0.288,0.039745,-0.093752,-0.024971,0.13821,0.084587,-0.059305,0.13947,0.02903,0.15865,0.043065,0.1377,-0.014485,-0.048799,0.093067,0.089051,-0.1002,-0.027131,0.06733,0.10941,-0.0064914,0.098745,-0.031736,0.034568,0.24164,0.081962,0.077019,0.21541,0.13737,-0.10974,0.20841,0.069604,-0.1121,-0.068373,0.04655,0.015256,0.03553,0.08593,0.22499,-0.21055,0.045392,-0.078948,0.025433
-0.18591,-0.12269,0,0.070281,0.060447,-0.093631,-0.0058256,-0.01825,0.021971,-0.1219,-0.011085,0.0079767,-0.22193,0.061571,0.053948,0.041647,-0.081796,-0.098175,0.16633,0.19922,0.064984,-0.1705,0.018841,0.044054,0.047936,0.077362,0.10694,0.019842,0.18521,0.21609,0.025805,-0.059858,-0.034919,0.044276,0.079944,-0.15575,-0.03059,0.019686,0.029166,-0.038495,-0.020198,-0.12864,0.0022537,0.096131,-0.02589,0.059342,0.11867,0.10469,-0.061837,0.26605,-0.0031402,0.080588,-0.085636,0.072594,0.076991,0.2028,0.096123,0.078222,-0.23337,0.018692,-0.088497,0.19219
-0.27192,-0.28263,-0.20663,0,-0.068408,-0.018773,-0.01464,-0.18374,0.056096,0.15501,0.24443,-0.16532,-0.038819,0.056481,0.19435,0.2031,-0.041501,0.0017599,-0.12037,0.14206,0.056084,0.18767,-0.11376,-0.085999,-0.10456,0.12712,0.028205,0.1372,0.10556,0.042275,-0.23888,-0.22792,-0.15819,-0.18642,-0.16252,-0.038352,0.07841,-0.1477,0.023674,0.21665,0.095027,0.0031799,0.11353,0.23437,0.13154,-0.24098,0.18299,0.046765,0.059277,-0.17263,-0.10232,-0.089563,0.17927,0.12637,0.033624,0.046024,0.077685,-0.081128,-0.078742,0.21522,0.15661,0.037402
-0.15248,-0.10217,-0.1108,-0.12035,0,-0.064293,-0.10047,-0.12803,-0.24308,-0.0047719,-0.011289,-0.031079,-0.074501,0.093241,-0.045845,-0.076259,0.14493,-0.16552,-0.11855,-0.17442,0.23295,-0.13576,-0.1957,-0.15395,-0.19934,0.22714,-0.10331,-0.094565,-0.042023,0.02785,-0.1219,-0.11639,-0.15452,-0.11343,-0.11011,-0.049818,-0.11088,-0.073519,0.057308,-0.041091,-0.17003,-0.10719,0.031226,-0.0088544,0.11657,-0.11188,-0.19625,-0.16837,-0.17969,-0.17916,-0.23429,0.13735,-0.13276,-0.1664,-0.066281,0.030689,-0.18869,0.063591,-0.12588,0.16319,-0.12514,0.037098
-0.20338,-0.22217,-0.20958,-0.084187,-0.0069657,0,-0.020747,0.0066357,-0.26035,0.10131,-0.10914,0.036294,-0.064827,0.085351,-0.093005,-0.1339,0.27713,-0.12415,0.035328,-0.16517,0.21518,-0.17901,-0.19824,0.033481,-0.17066,0.13156,-0.11965,-0.14163,-0.16399,-0.022788,-0.075343,-0.14943,-0.12919,-0.096274,-0.1706,0.047483,-0.019648,-0.021548,0.016475,0.089828,-0.082797,-0.057059,0.036949,-0.059188,0.15203,0.064707,-0.031563,-0.19518,-0.16142,-0.075717,-0.17877,0.14019,-0.17156,-0.25348,-0.052226,-0.019189,-0.14902,0.16015,-0.024161,0.29223,-0.16553,-0.011488
-0.28233,-0.29039,-0.31357,-0.23966,-0.12625,-0.091621,0,-0.14112,-0.19859,-0.028097,-0.19847,-0.060738,-0.036055,-0.12247,-0.21959,-0.2454,0.23892,-0.21282,-0.07346,-0.24846,0.075785,-0.18368,-0.26867,-0.039979,-0.14653,0.0028534,-0.20158,-0.17045,-0.20463,-0.069694,-0.2373,-0.209,-0.17928,-0.28701,-0.22107,-0.044101,-0.066916,-0.17476,-0.13616,-0.011642,-0.094868,-0.10183,-0.089404,-0.22387,0.091658,-0.11918,-0.065432,-0.20383,-0.20706,-0.10064,-0.12126,0.0067185,-0.20902,-0.27296,-0.061179,-0.063183,-0.11253,-0.022899,0.036342,0.23602,-0.21097,-0.066195
-0.14564,-0.15977,-0.090553,-0.14166,-0.033229,-0.073703,0.0099204,0,-0.060459,-0.088853,-0.0030734,0.02997,0.10877,-0.12969,-0.1954,-0.018096,0.17104,0.011916,-0.11603,-0.028578,0.21954,-0.10078,0.058296,-0.033247,-0.043581,0.031761,-0.051572,-0.20506,-0.15456,0.01941,-0.1599,-0.14274,-0.066428,-0.11892,-0.0045727,-0.077039,-0.030661,-0.005559,-0.11522,-0.067277,-0.058198,-0.00099202,-0.03152,-0.11254,0.16118,-0.03076,-0.15681,0.082621,-0.054868,-0.090672,-0.073421,0.074925,-0.12178,-0.11096,-0.0090262,0.0076954,0.0026722,-0.058568,0.014889,0.086081,-0.11616,0.0099161
-0.18671,-0.087944,-0.11565,-0.098322,0.062172,-0.076927,-0.07496,-0.18843,0,-0.11522,0.015989,-0.12524,0.039049,0.029846,-0.10593,0.070993,0.026726,-0.068458,-0.1287,-0.01149,0.21123,-0.10677,-0.064224,-0.1003,0.042469,0.12865,0.026698,-0.013483,-0.052247,0.051794,-0.1311,-0.082394,-0.066252,-0.13167,-0.005837,-0.046106,-0.05993,-0.07353,0.037395,-0.12509,-0.10831,-0.021361,-0.11174,0.011911,0.089402,-0.20882,-0.12745,0.12935,-0.067103,-0.061505,0.043201,0.13836,-0.0078753,0.10392,0.071884,0.047325,-0.019223,-0.038227,-0.16631,0.030658,-0.0064251,0.061146
-0.023469,-0.0046459,-0.026807,0.078785,0.05809,-0.043992,-0.040602,0.10195,-0.017737,0,-0.09328,0.0018316,-0.10961,0.086326,-0.011581,-0.066512,0.031751,-0.14322,0.11832,0.033988,0.1617,-0.15383,-0.11182,0.062437,0.007845,0.13911,0.029568,-0.13423,-0.097532,0.01432,0.093888,0.0087817,-0.032211,0.101,0.036886,-0.028362,-0.075143,0.05486,-0.059923,-0.04845,-0.11462,-0.14308,-0.0052423,-0.027808,-0.060121,0.085307,0.055204,0.011878,-0.11736,0.15055,-0.045262,0.20097,-0.16466,-0.14133,0.050746,0.015049,-0.059474,0.19502,-0.0659,0.24702,-0.156,0.031939
